Month,DayofMonth,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,TailNum,Origin,Dest,Price
3,27,0.0,23,5.0,5,AA,N4XXAA,PDX,DFW,4591.0
3,6,16.0,16,17.0,17,AA,N562AA,DFW,TUS,11432.0
3,24,8.0,8,8.0,8,DL,N312DL,ATL,MOB,4812.0
3,12,9.0,10,11.0,11,DL,N905DL,ATL,GSO,8372.0
3,6,12.0,12,15.0,15,OH,N739CA,MDT,ATL,13538.0
3,27,10.0,10,17.0,17,NW,N373NW,LAX,DTW,5894.0
3,15,10.0,10,12.0,12,MQ,N502MQ,CMH,DFW,6979.0
3,6,11.0,11,13.0,13,NW,N1332U,EWR,MSP,3383.0
3,27,9.0,10,11.0,11,MQ,N844MQ,HSV,ORD,3543.0
3,18,8.0,8,13.0,13,HA,N585HA,SEA,HNL,10844.0
3,15,10.0,10,11.0,11,OO,N445SW,BOI,SLC,6979.0
3,24,7.0,7,9.0,9,AA,N593AA,PHL,ORD,3687.0
3,18,9.0,9,12.0,12,XE,N21130,IAH,MCO,4668.0
3,27,15.0,15,18.0,18,AA,N5BVAA,MIA,LGA,8016.0
3,24,17.0,17,21.0,21,AS,N303AS,BOS,SEA,4804.0
3,3,21.0,21,22.0,22,AA,N5BUAA,SJC,LAS,6961.0
3,21,16.0,16,21.0,20,AA,N505AA,DFW,LGA,8728.0
3,1,15.0,15,16.0,15,WN,N73SW,DAL,HOU,6092.0
3,21,20.0,20,22.0,22,OH,N390CA,MDT,ATL,4880.0
3,1,7.0,7,9.0,9,WN,N614SW,BWI,TPA,5678.0
3,9,11.0,11,14.0,14,CO,N24224,EWR,RSW,7202.0
3,6,9.0,9,11.0,11,AA,N391AA,SJU,MIA,8366.0
3,15,20.0,20,22.0,22,XE,N14116,EWR,MSN,4804.0
3,9,16.0,16,19.0,19,HP,N648AW,IAD,PHX,4823.0
3,27,13.0,13,14.0,14,WN,N104SW,HRL,AUS,9646.0
3,12,7.0,7,9.0,9,WN,N388SW,SJC,PHX,4668.0
3,21,17.0,17,19.0,19,NW,N360NW,ATL,MSP,9345.0
3,15,11.0,11,13.0,13,UA,N921UA,SAN,SFO,10262.0
3,12,17.0,17,18.0,18,OO,N221SW,SBP,LAX,12778.0
3,21,6.0,6,11.0,11,WN,N603SW,LAS,MCI,6297.0
3,21,18.0,18,19.0,19,NW,N926RC,MEM,STL,9270.0
3,24,14.0,14,16.0,16,CO,N16618,EWR,DTW,10262.0
3,3,16.0,17,17.0,18,US,N753UW,LGA,DCA,14011.0
3,1,17.0,16,23.0,21,UA,N538UA,SFO,ORD,8610.0
3,6,13.0,13,15.0,15,AA,N3CBAA,ORD,LAX,3625.0
3,3,20.0,20,21.0,21,WN,N345,SJC,SAN,15318.0
3,1,13.0,13,15.0,15,AA,N635AA,MIA,DFW,3597.0
3,12,15.0,15,20.0,19,NW,N357NW,DEN,DTW,7229.0
3,12,6.0,6,7.0,7,MQ,N381MQ,LAW,DFW,9899.0
3,27,21.0,21,0.0,23,CO,N71411,SEA,ANC,5775.0
3,1,21.0,21,23.0,23,DL,N904DA,DFW,PDX,8238.0
3,18,23.0,23,23.0,0,OH,N818CA,CVG,TYS,15129.0
3,21,17.0,17,18.0,18,UA,N558UA,PHL,ORD,9345.0
3,18,9.0,9,11.0,12,NW,N537US,MCO,MSP,4668.0
3,3,5.0,6,7.0,7,UA,N333UA,MSP,ORD,18799.0
3,12,10.0,10,15.0,15,UA,N950UA,DEN,CLT,5911.0
3,6,10.0,10,16.0,17,HP,N627AW,PHX,EWR,11753.0
3,1,12.0,12,13.0,13,WN,N385SW,PDX,RNO,36983.0
3,27,17.0,17,18.0,19,OO,N407SW,MSO,SLC,4878.0
3,21,7.0,7,9.0,9,DL,N970DL,CVG,BOS,9646.0
3,1,13.0,13,17.0,17,CO,N27205,IAH,LGA,3597.0
3,3,17.0,17,20.0,20,WN,N749SW,MDW,OAK,14871.0
3,21,9.0,9,15.0,15,UA,N407UA,ORD,SJU,13062.0
3,18,21.0,19,21.0,20,WN,N604SW,PHX,SMF,3943.0
3,3,7.0,7,9.0,8,DL,N911DE,PBI,ATL,14924.0
3,18,18.0,18,19.0,19,US,N164UW,CLT,DEN,8246.0
3,15,18.0,18,21.0,21,AA,N4YJAA,STL,LGA,8855.0
3,9,11.0,11,13.0,13,AS,N948AS,SEA,SJC,7202.0
3,27,15.0,15,16.0,16,WN,N86SW,AUS,ELP,8016.0
3,3,7.0,7,12.0,12,AA,N4XDAA,DFW,LGA,14924.0
3,27,16.0,16,17.0,17,DL,N3764D,GSO,ATL,12898.0
3,15,12.0,12,13.0,13,US,N394US,RDU,PHL,6795.0
3,6,19.0,19,20.0,20,WN,N672SW,OAK,ONT,8073.0
3,3,9.0,9,11.0,11,WN,N301SW,HOU,STL,14871.0
3,9,11.0,11,12.0,12,OO,N970SW,SLC,SFO,7202.0
3,21,15.0,15,18.0,18,AA,N255AA,ORD,LGA,4649.0
3,12,20.0,20,21.0,21,DL,N948DL,ATL,DAY,13381.0
3,15,10.0,10,11.0,11,MQ,N833AE,DFW,HOU,6979.0
3,24,10.0,9,16.0,15,AA,N3CPAA,LAX,ORD,5894.0
3,3,15.0,16,17.0,17,UA,N445UA,PHX,DEN,15147.0
3,18,19.0,19,0.0,23,AS,N768AS,ANC,SEA,13029.0
3,21,18.0,17,20.0,19,US,N420US,CLT,BOS,9270.0
3,6,6.0,6,7.0,7,DL,N3733Z,TLH,ATL,13941.0
3,12,15.0,15,17.0,18,DL,N908DA,DFW,SEA,7229.0
3,24,20.0,20,22.0,22,WN,N697SW,RDU,TPA,10703.0
3,12,19.0,19,21.0,21,HP,N802AW,SFO,PHX,5678.0
3,15,9.0,9,12.0,12,UA,N675UA,SFO,KOA,14687.0
3,21,11.0,11,13.0,13,NW,N8912E,STL,MSP,5932.0
3,6,14.0,14,15.0,15,UA,N918UA,SFO,SAN,19495.0
3,12,18.0,18,22.0,21,CO,N24211,IAH,IND,6218.0
3,6,8.0,9,16.0,16,US,N755UW,SEA,PHL,5264.0
3,21,19.0,19,22.0,22,WN,N731,MSY,OAK,6587.0
3,1,9.0,9,12.0,12,WN,N440,BWI,ABQ,8907.0
3,15,9.0,9,12.0,12,AS,N317AS,LAX,SEA,14687.0
3,1,13.0,14,15.0,15,UA,N435UA,BOS,IAD,3597.0
3,15,18.0,18,20.0,20,WN,N747,ONT,SJC,8855.0
3,9,22.0,22,6.0,6,AA,N3DDAA,LAX,IAD,10262.0
3,6,10.0,10,13.0,12,DL,N694DA,FLL,JFK,11753.0
3,12,14.0,14,18.0,18,CO,N23708,IAH,CLE,10262.0
3,3,20.0,21,23.0,23,UA,N448UA,ORD,PHL,15318.0
3,6,8.0,8,9.0,10,AA,N4WFTW,DFW,STL,5264.0
3,3,18.0,19,21.0,22,UA,N955UA,ORD,PHL,8855.0
3,6,8.0,8,11.0,11,WN,N659SW,SEA,SLC,5264.0
3,27,6.0,6,8.0,9,UA,N372UA,ORD,PIT,2575.0
3,9,13.0,13,16.0,16,AA,N076AA,MIA,BOS,9483.0
3,15,18.0,18,21.0,21,NW,N354NW,DEN,MSP,8855.0
3,1,11.0,11,15.0,14,UA,N767UA,SFO,DEN,19630.0
3,9,11.0,11,12.0,12,UA,N395UA,DEN,BIL,7202.0
3,15,13.0,13,15.0,15,DL,N933DL,ORF,ATL,6961.0
3,3,12.0,13,14.0,14,MQ,N706MQ,EWR,RDU,5117.0
3,12,8.0,8,11.0,11,AA,N616AA,EGE,DFW,11087.0
3,1,6.0,6,8.0,8,XE,N15574,CAE,IAH,6121.0
3,9,6.0,7,10.0,10,AA,N550AA,BOS,FLL,6442.0
3,1,13.0,13,19.0,19,HP,N665AW,PHX,TPA,3597.0
3,24,17.0,17,20.0,20,US,N656US,STT,PHL,4804.0
3,18,10.0,10,12.0,12,AA,N4XLAA,DCA,DFW,3943.0
3,1,5.0,6,9.0,9,AA,N062AA,BOS,MIA,7662.0
3,15,16.0,16,18.0,17,WN,N82SW,DAL,MSY,13727.0
3,15,18.0,18,21.0,21,B6,N552JB,JFK,PBI,8855.0
3,18,6.0,6,9.0,9,UA,N944UA,ORD,DCA,6347.0
3,6,8.0,8,10.0,10,US,N610AU,CLT,EGE,5264.0
3,9,18.0,17,20.0,19,DL,N607DL,BWI,ATL,8016.0
3,12,10.0,10,16.0,16,AA,N5EKAA,DFW,SJU,5911.0
3,21,17.0,17,18.0,18,WN,N642WN,RNO,OAK,9345.0
3,3,7.0,7,8.0,8,WN,N384SW,MAF,AUS,14924.0
3,1,18.0,18,18.0,18,EV,N634AS,ATL,MGM,4823.0
3,15,17.0,16,17.0,17,WN,N704SW,AUS,HOU,10262.0
3,18,15.0,15,17.0,17,DL,N982DL,LGA,CVG,7229.0
3,6,13.0,13,19.0,19,AA,N4XFAA,SEA,DFW,3625.0
3,9,18.0,18,19.0,19,WN,N92SW,TUL,DAL,8016.0
3,27,6.0,6,8.0,9,DL,N6706Q,LGA,MCO,2575.0
3,3,11.0,11,13.0,13,AA,N4UGTW,ATL,DFW,4667.0
3,15,8.0,8,16.0,16,AA,N5DEAA,SAN,BOS,5830.0
3,12,11.0,11,12.0,12,OH,N317CA,CVG,ORF,3383.0
3,3,13.0,13,15.0,15,NW,N528US,MSP,IND,6092.0
3,12,18.0,17,20.0,18,OH,N625CA,CVG,CAK,6218.0
3,1,8.0,8,16.0,16,AA,N5EWAA,SJC,JFK,22270.0
3,18,7.0,7,11.0,10,AA,N5CXAA,JFK,SEA,3687.0
3,27,7.0,7,9.0,9,AA,N583AA,CLT,MIA,5281.0
3,24,14.0,14,15.0,15,MQ,N383MQ,DFW,GGG,10262.0
3,1,8.0,8,9.0,9,WN,N728SW,BUR,SMF,22270.0
3,12,8.0,8,11.0,11,CO,N76151,EWR,LAX,11087.0
3,3,9.0,9,13.0,12,AA,N4XUAA,DFW,DCA,14871.0
3,18,14.0,14,19.0,19,UA,N663UA,DEN,IAD,6245.0
3,12,9.0,9,10.0,10,DL,N172DZ,ATL,LAS,8372.0
3,18,13.0,13,15.0,15,AA,N553AA,RDU,MIA,4441.0
3,1,20.0,21,23.0,23,UA,N832UA,SEA,ANC,8586.0
3,24,14.0,15,16.0,16,XE,N11155,IAD,EWR,10262.0
3,9,21.0,21,22.0,22,WN,N382SW,OAK,LAS,9663.0
3,12,15.0,14,16.0,15,MQ,N620MQ,LIT,DFW,7229.0
3,3,6.0,6,8.0,8,DL,N905DE,MEM,ATL,5117.0
3,6,7.0,7,8.0,8,WN,N650SW,ABQ,PHX,19225.0
3,1,7.0,7,10.0,10,AA,N4WMTW,DFW,ORF,5678.0
3,27,10.0,10,14.0,14,US,N710UW,MSY,LGA,5894.0
3,6,7.0,7,8.0,8,MQ,N842MQ,ORD,EVV,19225.0
3,27,6.0,6,9.0,9,UA,N815UA,ORD,BDL,2575.0
3,9,17.0,17,18.0,19,UA,N193UA,DEN,LAX,13017.0
4,24,8.0,6,9.0,8,CO,N39343,JAX,IAH,4812.0
4,27,18.0,18,20.0,20,NW,N368NB,JAX,MSP,8016.0
4,1,15.0,15,21.0,21,UA,N324UA,DEN,EWR,6092.0
4,18,5.0,6,7.0,7,TZ,N301TZ,MSP,MDW,6934.0
4,21,14.0,14,17.0,16,WN,N394SW,ABQ,DAL,10844.0
4,9,12.0,12,15.0,15,AA,N626AA,DFW,MIA,11596.0
4,3,21.0,21,5.0,5,US,N601AU,LAS,PHL,6961.0
4,3,13.0,14,16.0,16,DL,N999DN,BNA,ATL,6092.0
4,24,6.0,7,9.0,9,UA,N803UA,MSY,SFO,4030.0
4,3,14.0,15,18.0,18,EV,N820AS,PHX,DFW,3597.0
4,9,0.0,0,5.0,5,CO,N57855,ANC,SEA,13977.0
4,21,15.0,15,17.0,16,US,N760UW,MHT,PHL,4649.0
4,12,20.0,19,21.0,21,UA,N317UA,ORD,GEG,13381.0
4,3,7.0,7,13.0,14,AA,N5EPAA,DFW,SJU,14924.0
4,3,10.0,10,11.0,11,AS,N745AS,ANC,BET,4107.0
4,9,14.0,14,18.0,17,AA,N4WYAA,STL,RSW,7757.0
4,6,7.0,7,13.0,13,AA,N4YBAA,SEA,DFW,19225.0
4,1,13.0,13,14.0,13,DL,N323DL,ATL,GSP,3597.0
4,1,13.0,13,15.0,16,AA,N4TUTW,RIC,DFW,3597.0
4,24,11.0,11,16.0,15,UA,N908UA,DFW,IAD,4667.0
4,1,14.0,14,16.0,16,OO,N703SK,BHM,DEN,13376.0
4,18,8.0,8,11.0,11,UA,N645UA,IAD,SFO,10844.0
4,27,11.0,11,13.0,13,AA,N2BCAA,ORD,DTW,8625.0
4,1,11.0,11,16.0,15,CO,N63305,DFW,EWR,19630.0
4,21,7.0,6,8.0,8,OH,N526CA,RIC,LGA,9646.0
4,6,9.0,8,13.0,12,WN,N769,HOU,BWI,8366.0
4,12,15.0,15,17.0,17,MQ,N725MQ,LGA,DTW,7229.0
4,12,14.0,13,17.0,17,AA,N388AA,SJU,ORD,10262.0
4,9,18.0,18,21.0,21,FL,N603AT,ATL,BOS,8016.0
4,15,9.0,10,11.0,11,US,N587US,BOS,DCA,14687.0
4,21,12.0,13,15.0,15,DL,N303WA,PHX,SLC,10676.0
4,6,11.0,11,13.0,13,DL,N136DL,FLL,ATL,3383.0
4,18,8.0,8,17.0,16,AA,N5ESAA,SJC,JFK,10844.0
4,12,19.0,19,20.0,20,AA,N203AA,LGA,ORD,5678.0
4,9,17.0,17,20.0,20,DL,N6711M,FLL,JFK,13017.0
4,24,15.0,14,19.0,19,WN,N303SW,PHX,OKC,6147.0
4,3,8.0,8,13.0,13,DL,N666DN,SLC,CVG,12524.0
4,18,22.0,22,1.0,0,WN,N613SW,LAS,ABQ,4804.0
4,3,6.0,6,7.0,8,WN,N625SW,SAN,SJC,5117.0
4,12,17.0,17,18.0,18,WN,N606SW,OAK,LAX,12778.0
4,3,18.0,18,19.0,20,DH,N680BR,JAX,IAD,8855.0
4,9,10.0,10,10.0,11,AS,N705AS,JNU,SIT,14323.0
4,1,14.0,14,17.0,17,CO,N14629,ELP,IAH,13376.0
4,9,13.0,14,15.0,15,US,N167UW,CLT,PHL,9483.0
4,27,13.0,13,17.0,16,NW,N312US,MSP,PVD,9646.0
4,18,13.0,13,19.0,19,CO,N11206,SEA,IAH,4441.0
4,21,15.0,15,17.0,17,EV,N713EV,JAN,ATL,4649.0
4,18,16.0,16,18.0,18,NW,N9338,IND,MEM,4437.0
4,9,19.0,19,20.0,21,AA,N481AA,DFW,MSY,10577.0
4,12,18.0,18,19.0,19,NW,N606NW,GRB,MSP,6218.0
4,21,19.0,19,22.0,22,HP,N822AW,MIA,LAS,6587.0
4,3,6.0,7,8.0,9,AS,N609AS,SFO,SEA,5117.0
4,1,19.0,16,21.0,17,US,N646US,CLT,MIA,10651.0
4,3,7.0,7,10.0,10,WN,N609SW,BNA,RDU,14924.0
4,21,13.0,13,17.0,16,DH,N698BR,ORD,JAX,9486.0
4,21,21.0,21,22.0,22,NW,N317NB,DTW,RDU,5228.0
4,18,11.0,11,12.0,12,US,N577US,BOS,PHL,13555.0
4,15,15.0,15,18.0,17,DL,N910DN,DFW,SEA,7191.0
4,15,9.0,9,10.0,10,WN,N729SW,OAK,LAX,14687.0
4,21,13.0,13,15.0,15,HP,N302AW,PHX,SMF,9486.0
4,6,7.0,7,8.0,8,CO,N14219,EWR,BOS,19225.0
4,24,21.0,22,23.0,23,US,N627AU,CLT,MCO,3971.0
4,12,12.0,12,14.0,14,CO,N12313,ATL,EWR,10991.0
4,18,14.0,14,16.0,16,UA,N533UA,DEN,SNA,6245.0
4,6,8.0,8,10.0,10,WN,N719SW,PDX,LAS,5264.0
4,27,9.0,9,11.0,11,TZ,N309TZ,MDW,PHX,3543.0
4,27,19.0,19,23.0,22,AA,N534AA,DFW,CMH,6540.0
4,18,11.0,11,17.0,18,CO,N37277,PHX,CLE,13555.0
4,21,13.0,11,14.0,12,MQ,N520MQ,DFW,OKC,9486.0
4,21,14.0,14,17.0,17,DL,N3737C,MCI,ATL,10844.0
4,1,22.0,22,6.0,6,AA,N3AHAA,LAX,IAD,5177.0
4,1,16.0,16,18.0,17,US,N418US,PIT,BDL,13302.0
4,21,11.0,11,18.0,18,DL,N626DL,SAN,CVG,5932.0
4,6,17.0,17,19.0,19,NW,N526US,MDW,MSP,12677.0
4,15,18.0,18,23.0,23,CO,N14237,IAH,LGA,8855.0
4,6,17.0,17,18.0,18,WN,N649SW,SEA,GEG,12677.0
4,9,7.0,7,10.0,10,WN,N664WN,BNA,RDU,15554.0
4,9,13.0,13,14.0,14,NW,N777NC,DTW,BUF,9483.0
4,27,19.0,19,21.0,21,WN,N455,MDW,LAS,6540.0
4,9,7.0,7,9.0,9,US,N632AU,MCO,CLT,15554.0
4,1,18.0,17,20.0,19,NW,N554NW,MSP,PHX,4823.0
4,6,9.0,9,10.0,10,CO,N60312,EWR,BOS,8366.0
4,21,21.0,21,23.0,23,WN,N602SW,LAX,ABQ,5228.0
4,1,20.0,20,21.0,21,US,N779AU,CLT,RDU,8586.0
4,24,11.0,11,13.0,13,US,N373US,PVD,DCA,4667.0
4,18,9.0,9,10.0,10,NW,N8945E,ABE,DTW,4668.0
4,15,10.0,9,11.0,10,WN,N752,ABQ,LAX,6979.0
4,6,13.0,13,14.0,14,DL,N947DL,ATL,TYS,3625.0
4,18,20.0,20,21.0,22,FL,N926AT,IAD,ATL,4174.0
4,6,8.0,9,10.0,10,CO,N36272,CLE,LAX,5264.0
4,24,13.0,13,14.0,14,WN,N676SW,GEG,PDX,11134.0
4,12,11.0,11,14.0,14,WN,N640SW,MSY,TPA,3383.0
4,21,10.0,10,17.0,17,DL,N603DL,SFO,CVG,7139.0
4,21,17.0,17,19.0,19,XE,N10156,PIT,IAH,9345.0
4,12,21.0,21,22.0,22,WN,N652SW,ELP,LAX,11507.0
4,21,9.0,9,10.0,10,CO,N73256,SAT,IAH,13062.0
4,6,13.0,13,16.0,16,DL,N911DA,DFW,PBI,3625.0
4,12,9.0,9,10.0,10,WN,N103SW,DAL,MAF,8372.0
4,3,12.0,12,14.0,14,CO,N11656,EWR,MSY,5117.0
4,15,12.0,12,17.0,17,CO,N37409,ONT,IAH,6795.0
4,15,16.0,16,17.0,17,MQ,N641MQ,SYR,ORD,13727.0
4,18,7.0,8,10.0,10,HP,N620AW,EWR,LAS,3687.0
4,9,13.0,13,20.0,20,DL,N845MH,LAS,ATL,9483.0
4,6,18.0,18,19.0,19,UA,N495UA,DEN,LAS,7757.0
4,3,21.0,21,22.0,22,EV,N915EV,DFW,ELP,6961.0
4,12,8.0,8,18.0,17,UA,N572UA,SFO,EWR,11087.0
4,1,8.0,9,11.0,11,DH,N430FJ,STL,CVG,22270.0
4,1,20.0,19,23.0,22,AA,N5FMAA,MIA,LGA,8586.0
4,15,15.0,15,18.0,18,AA,N643AA,MIA,LGA,7191.0
4,3,13.0,13,16.0,16,B6,N568JB,JFK,FLL,6092.0
4,3,12.0,12,20.0,20,AA,N5DNAA,LAX,FLL,5117.0
4,18,17.0,17,23.0,23,NW,N326NB,LAX,MKE,12392.0
4,12,13.0,13,14.0,14,WN,N714CB,PHX,LAS,6297.0
4,27,20.0,20,22.0,22,WN,N669SW,BNA,MCO,14300.0
4,1,21.0,20,23.0,22,WN,N708SA,BNA,MCO,8238.0
4,24,9.0,9,11.0,12,AA,N625AA,STT,MIA,3873.0
4,12,13.0,13,21.0,21,AS,N648AS,SEA,DCA,6297.0
4,21,9.0,9,11.0,11,DL,N144DA,PBI,ATL,13062.0
4,15,8.0,8,11.0,11,UA,N368UA,BUR,DEN,5830.0
4,6,10.0,10,11.0,11,WN,N687SW,OAK,PDX,11753.0
4,6,13.0,13,21.0,21,HA,N582HA,HNL,PDX,3625.0
4,24,12.0,13,15.0,16,CO,N17644,FLL,EWR,9548.0
4,21,5.0,6,7.0,7,DH,N630BR,JAX,IAD,10861.0
4,12,14.0,14,15.0,15,AA,N517AA,DFW,MFE,10262.0
4,3,13.0,13,15.0,15,AA,N200AA,RDU,MIA,6092.0
4,12,14.0,14,16.0,17,UA,N661UA,IAD,SFO,10262.0
4,15,17.0,15,19.0,17,DL,N751AT,RSW,ATL,10262.0
4,9,18.0,18,20.0,20,OH,N796CA,ATL,ROA,8016.0
4,15,15.0,15,16.0,17,US,N605AU,PIT,PHL,7191.0
4,18,13.0,13,16.0,16,NW,N355NB,MIA,DTW,4441.0
4,9,17.0,17,18.0,18,US,N522AU,ALB,PHL,13017.0
4,27,6.0,6,7.0,7,OH,N929CA,RDU,MCO,2575.0
4,9,10.0,10,13.0,13,NW,N347NW,DEN,MSP,14323.0
4,6,16.0,16,19.0,19,DL,N325DL,TUL,ATL,11432.0
4,24,11.0,11,13.0,14,DL,N243WA,SRQ,CVG,4667.0
4,1,13.0,14,17.0,17,UA,N642UA,SFO,DEN,3597.0
4,3,14.0,13,17.0,16,AA,N060AA,MCO,SJU,3597.0
4,9,8.0,8,9.0,9,DL,N825MH,ATL,LAS,10697.0
4,24,16.0,17,18.0,19,EV,N710EV,PNS,ATL,6412.0
4,9,9.0,9,10.0,10,WN,N83SW,SAT,HOU,13882.0
4,15,8.0,8,8.0,8,UA,N909UA,CVG,ORD,5830.0
4,6,12.0,12,14.0,14,US,N763UW,TPA,DCA,13538.0
4,1,13.0,13,14.0,14,US,N757UW,PHL,BOS,3597.0
4,18,20.0,19,21.0,20,WN,N710SW,SJC,BUR,4174.0
4,1,16.0,16,22.0,22,AA,N3AAAA,LAX,ORD,13302.0
4,21,19.0,19,22.0,22,HP,N182AW,PHX,BOI,6587.0
4,1,6.0,6,8.0,8,AA,N4XAAA,DFW,BNA,6121.0
4,18,12.0,13,15.0,16,CO,N33103,FLL,EWR,7670.0
4,3,8.0,8,17.0,17,UA,N515UA,SFO,EWR,12524.0
4,1,21.0,21,22.0,22,NW,N8913E,MSP,STL,8238.0
4,6,10.0,10,11.0,11,NW,N530US,DTW,LGA,11753.0
4,1,12.0,11,16.0,15,CO,N37281,IAH,LGA,36983.0
4,3,16.0,16,19.0,19,CO,N61304,TPA,EWR,14011.0
4,9,9.0,8,11.0,10,WN,N395SW,BNA,HOU,13882.0
4,1,5.0,5,6.0,6,US,N718UW,BDL,PHL,7662.0
4,18,9.0,9,15.0,15,HP,N645AW,PHX,CMH,4668.0
4,24,14.0,14,17.0,17,NW,N956N,MEM,BWI,10262.0
4,27,6.0,7,7.0,7,UA,N310UA,DSM,DEN,2575.0
4,1,17.0,17,19.0,19,WN,N402,MCO,ISP,8610.0
4,3,20.0,20,20.0,20,OO,N908SW,SAN,LAX,15318.0
4,3,7.0,8,10.0,10,NW,N350NA,SAT,MSP,14924.0
4,3,6.0,6,7.0,7,NW,N607NW,ABE,DTW,5117.0
4,15,17.0,17,18.0,18,DL,N679DA,ATL,RDU,10262.0
4,21,15.0,15,16.0,16,US,N804US,SYR,PHL,4649.0
4,1,19.0,19,20.0,20,DL,N334DL,ATL,GSP,10651.0
4,12,16.0,16,17.0,17,WN,N734SW,OAK,SNA,13817.0
4,24,8.0,8,10.0,11,AA,N404AA,ORD,LGA,4812.0
4,27,11.0,11,17.0,18,DL,N389DA,PHX,CVG,8625.0
4,24,15.0,16,19.0,19,UA,N513UA,ORD,MHT,6147.0
4,27,7.0,7,7.0,7,NW,N366NW,GRR,MSP,5281.0
4,24,17.0,17,18.0,18,MQ,N374MQ,ILE,DFW,4804.0
4,21,18.0,18,20.0,20,AA,N4WRAA,DFW,SMF,9270.0
4,27,12.0,12,14.0,13,NW,N551NW,DTW,SEA,8603.0
4,21,23.0,23,4.0,4,UA,N853UA,PDX,ORD,6745.0
4,21,8.0,8,10.0,10,DL,N996DL,ATL,DFW,3332.0
4,24,15.0,15,19.0,19,CO,N24736,SJU,IAH,6147.0
4,12,10.0,9,12.0,11,CO,N19623,BOS,CLE,5911.0
4,1,8.0,8,9.0,10,US,N706UW,CLT,DFW,22270.0
4,12,22.0,22,23.0,23,US,N104UW,CLT,RIC,13817.0
4,15,22.0,22,6.0,6,UA,N604UA,SFO,JFK,10262.0
4,1,19.0,17,23.0,20,XE,N15527,MSN,EWR,10651.0
4,12,6.0,6,7.0,7,WN,N746SW,PHX,ONT,9899.0
4,18,8.0,8,9.0,9,AA,N056AA,MCO,MIA,10844.0
4,9,9.0,9,12.0,13,CO,N14660,IAH,DCA,13882.0
4,3,15.0,15,16.0,16,US,N558AU,PIT,DCA,15147.0
4,21,16.0,16,18.0,18,DL,N622DL,CVG,SAN,8728.0
4,15,9.0,9,11.0,11,WN,N413,MSY,LAX,14687.0
4,1,20.0,20,21.0,21,DL,N101DA,ATL,MSY,8586.0
4,9,8.0,8,11.0,11,TZ,N524AT,MDW,LAX,10697.0
4,12,10.0,10,13.0,14,UA,N521UA,BOS,SFO,5911.0
4,15,13.0,13,14.0,14,NW,N8908E,DTW,CLE,6961.0
4,21,6.0,6,8.0,8,UA,N644UA,ORD,LAX,6297.0
4,27,6.0,6,7.0,7,XE,N15555,ROC,CLE,2575.0
4,27,10.0,10,11.0,12,AA,N7BRAA,DFW,LAX,5894.0
4,1,21.0,21,22.0,22,WN,N644SW,OAK,LAX,8238.0
4,9,9.0,9,10.0,11,NW,N786NC,BUF,DTW,13882.0
4,9,18.0,19,20.0,20,AA,N248AA,LGA,ORD,8016.0
4,27,12.0,12,13.0,13,AA,N290AA,DFW,SMF,8603.0
4,6,19.0,19,21.0,22,AA,N492AA,ORD,LGA,8073.0
4,12,19.0,19,20.0,20,WN,N317SW,DAL,HOU,5678.0
4,9,15.0,15,17.0,17,UA,N669UA,ORD,DEN,10262.0
4,1,21.0,21,22.0,22,NW,N314US,MSP,ONT,8238.0
4,21,18.0,18,21.0,21,CO,N35407,IAH,RSW,9270.0
4,27,17.0,17,21.0,20,AA,N378AA,EWR,LAX,4878.0
4,15,11.0,12,12.0,12,HP,N324AW,DFW,PHX,10262.0
4,3,8.0,8,12.0,12,AA,N565AA,DFW,RDU,12524.0
4,18,14.0,14,15.0,15,WN,N727SW,OAK,BUR,6245.0
4,9,7.0,7,8.0,9,US,N186UW,LGA,CLT,15554.0
4,24,10.0,10,12.0,12,UA,N197UA,ORD,SFO,5894.0
4,1,7.0,7,9.0,9,CO,N14662,DCA,IAH,5678.0
4,3,10.0,10,12.0,12,OH,n466ca,CVG,MYR,4107.0
4,24,12.0,12,13.0,13,WN,N339,OAK,BUR,9548.0
4,6,17.0,16,17.0,17,WN,N692SW,PHX,LAS,12677.0
4,27,18.0,18,20.0,20,MQ,N667MQ,ORD,CMH,8016.0
4,24,16.0,16,19.0,19,CO,N19357,DEN,IAH,6412.0
4,3,5.0,6,8.0,8,XE,N12145,PIT,IAH,18799.0
4,6,20.0,19,23.0,22,WN,N700GS,TPA,PVD,9663.0
4,24,11.0,12,15.0,15,US,N350US,IAH,CLT,4667.0
4,21,12.0,12,19.0,19,DL,N3749D,SEA,CVG,10676.0
4,21,9.0,9,12.0,12,NW,N352NW,MEM,MCO,13062.0
4,12,12.0,13,15.0,15,OO,N591SW,FAT,SLC,10991.0
4,6,23.0,23,6.0,6,HP,N828AW,LAS,IAD,6686.0
4,18,11.0,11,17.0,16,UA,N498UA,DEN,MCO,13555.0
4,6,17.0,17,19.0,19,DH,N420FJ,CVG,PHL,12677.0
4,1,6.0,6,7.0,7,NW,N356NW,MSN,MSP,6121.0
4,27,16.0,16,18.0,18,AS,N960AS,SEA,PHX,12898.0
4,6,10.0,11,12.0,12,OH,N972CA,CVG,SYR,11753.0
4,21,23.0,23,4.0,5,AA,N3CGAA,LAX,ORD,6745.0
4,27,8.0,8,11.0,11,CO,N19130,MCO,EWR,4760.0
4,9,14.0,14,16.0,16,NW,N8944E,MSP,DTW,7757.0
